klas_Id-Length_w	klas_Id-Length_i	klas_STW_w	klas_STW_i	klas_*VVC_w	klas_*VVC_i	en_Id-Length_w	en_Id-Length_i	en_STW_w	en_STW_i	en_*VVC_w	en_*VVC_i	kip_Id-Length_w	kip_Id-Length_i	kip_STW_w	kip_STW_i	kip_*VVC_w	kip_*VVC_i	baas_Id-Length_w	baas_Id-Length_i	baas_STW_w	baas_STW_i	baas_*VVC_w	baas_*VVC_i	poot_Id-Length_w	poot_Id-Length_i	poot_STW_w	poot_STW_i	poot_*VVC_w	poot_*VVC_i	glas_Id-Length_w	glas_Id-Length_i	glas_STW_w	glas_STW_i	glas_*VVC_w	glas_*VVC_i	slot_Id-Length_w	slot_Id-Length_i	slot_STW_w	slot_STW_i	slot_*VVC_w	slot_*VVC_i
2.3499999999999925	4	0	0	0	0	0	0	2.149999999999997	6	0	0	2.4799999999999898	2	0	0	2.749999999999984	1	2.4799999999999898	2	0	0	0	0	0	0	2.0699999999999985	8	0	0	0	0	2.149999999999997	6	2.0299999999999994	4	0.9599999999999991	1	2.0699999999999985	10	2.749999999999984	1
2.3599999999999923	4	0	0	0	0	0	0	2.1699999999999964	6	0	0	2.4799999999999898	2	0	0	2.749999999999984	1	2.4799999999999898	2	0	0	0	0	0	0	2.0699999999999985	8	0	0	0	0	2.1699999999999964	6	2.0299999999999994	4	0.9499999999999991	1	2.0799999999999983	10	2.749999999999984	1
2.379999999999992	4	0	0	0	0	0	0	2.1599999999999966	6	0	0	2.4899999999999896	2	0	0	2.749999999999984	1	2.4899999999999896	2	0	0	0	0	0	0	2.0699999999999985	8	0	0	0	0	2.1599999999999966	6	2.0299999999999994	4	0.9399999999999991	1	2.089999999999998	10	2.749999999999984	1
2.379999999999992	4	0	0	0	0	0	0	2.1699999999999964	6	0	0	2.4999999999999893	2	0	0	2.749999999999984	1	2.4999999999999893	2	0	0	0	0	0	0	2.0699999999999985	8	0	0	0	0	2.1699999999999964	6	2.039999999999999	4	0.909999999999999	1	2.1199999999999974	10	2.749999999999984	1
2.3999999999999915	4	0	0	0	0	0	0	2.1699999999999964	6	0	0	2.509999999999989	2	0	0	2.749999999999984	1	2.509999999999989	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.1699999999999964	6	2.039999999999999	4	0.889999999999999	1	2.149999999999997	5	2.749999999999984	1
2.45999999999999	3	0	0	0	0	0.849999999999999	1	2.179999999999996	6	0	0	2.519999999999989	2	0	0	2.749999999999984	1	2.519999999999989	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.179999999999996	6	2.049999999999999	4	0.849999999999999	1	2.189999999999996	5	2.749999999999984	1
2.46999999999999	3	0	0	0	0	0.8099999999999989	1	2.189999999999996	6	0	0	2.519999999999989	2	0	0	2.749999999999984	1	2.519999999999989	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.189999999999996	6	2.0599999999999987	4	0	0	2.2199999999999953	5	2.749999999999984	1
2.519999999999989	2	0	0	0	0	0	0	2.229999999999995	5	0	0	2.519999999999989	2	0	0	2.749999999999984	1	2.519999999999989	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.229999999999995	6	2.0599999999999987	4	0	0	2.559999999999988	2	2.749999999999984	1
2.5399999999999885	2	0	0	0	0	0	0	2.2099999999999955	5	0	0	2.5399999999999885	2	0	0	2.749999999999984	1	2.5399999999999885	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.229999999999995	6	2.0599999999999987	4	0	0	2.559999999999988	2	2.749999999999984	1
2.01	8	0	0	0	0	0.7799999999999989	1	2.2099999999999955	3	0	0	2.559999999999988	2	0	0	2.7699999999999836	1	2.559999999999988	2	0	0	0	0	0	0	2.089999999999998	8	0	0	0	0	2.229999999999995	6	2.0699999999999985	4	0	0	2.559999999999988	2	2.7699999999999836	1
