
0.10999999999999999	0.009999999999999997	0.2800000000000001	0.03	0.3300000000000001	0.05	0.4200000000000002	0.05	0.7100000000000004	0.01	1.8200000000000014	4.009999999999959	2.209999999999997	2.9899999999999802
0.11999999999999998	0	0.2800000000000001	0.03	0.34000000000000014	0.04	0.4100000000000002	0.060000000000000005	0.7300000000000004	0	1.8500000000000014	4.039999999999958	2.209999999999997	3.0199999999999796
0.11999999999999998	0	0.2800000000000001	0.03	0.35000000000000014	0.03	0.4100000000000002	0.060000000000000005	0.7300000000000004	0	1.8600000000000014	4.069999999999958	2.2299999999999964	3.00999999999998
0.11999999999999998	0	0.2800000000000001	0.03	0.35000000000000014	0.03	0.4100000000000002	0.060000000000000005	0.7300000000000004	0	1.8600000000000014	4.069999999999958	2.2299999999999964	3.00999999999998
0.11999999999999998	0	0.2800000000000001	0.03	0.35000000000000014	0.03	0.4100000000000002	0.060000000000000005	0.7300000000000004	0	1.8600000000000014	4.069999999999958	2.2299999999999964	3.00999999999998
0.11999999999999998	0	0.2800000000000001	0.03	0.34000000000000014	0.04	0.4200000000000002	0.05	0.7300000000000004	0	1.8600000000000014	4.079999999999957	2.239999999999996	3.00999999999998
0.09999999999999999	0.02	0.2800000000000001	0.03	0.34000000000000014	0.04	0.4200000000000002	0.05	0.7400000000000004	0	1.8500000000000014	4.079999999999957	2.249999999999996	3.039999999999979
0.09999999999999999	0.02	0.2800000000000001	0.03	0.35000000000000014	0.03	0.4100000000000002	0.060000000000000005	0.7400000000000004	0	1.8500000000000014	4.089999999999957	2.259999999999996	3.039999999999979
0.09999999999999999	0.02	0.2700000000000001	0.04	0.35000000000000014	0.03	0.4000000000000002	0.07	0.7300000000000004	0.01	1.8200000000000014	4.089999999999957	2.289999999999995	3.0699999999999785
0.09999999999999999	0.02	0.2700000000000001	0.04	0.35000000000000014	0.03	0.4000000000000002	0.07	0.7300000000000004	0.01	1.8200000000000014	4.099999999999957	2.299999999999995	3.0699999999999785
0.09999999999999999	0.02	0.2700000000000001	0.04	0.35000000000000014	0.03	0.4000000000000002	0.07	0.7400000000000004	0	1.8300000000000014	4.099999999999957	2.289999999999995	3.0799999999999783
0.09999999999999999	0.02	0.2800000000000001	0.03	0.35000000000000014	0.03	0.4000000000000002	0.07	0.7400000000000004	0	1.8400000000000014	4.109999999999957	2.289999999999995	3.0699999999999785
0.09999999999999999	0.02	0.3000000000000001	0.009999999999999997	0.37000000000000016	0.009999999999999997	0.3900000000000002	0.08	0.7400000000000004	0	1.8700000000000014	4.129999999999956	2.2799999999999954	3.0799999999999783
0.09	0.03	0.3000000000000001	0.009999999999999997	0.37000000000000016	0.009999999999999997	0.3900000000000002	0.08	0.7600000000000005	0	1.8800000000000014	4.129999999999956	2.2699999999999956	3.1099999999999777
0.09	0.03	0.3000000000000001	0.009999999999999997	0.38000000000000017	0	0.3900000000000002	0.08	0.7600000000000005	0	1.8900000000000015	4.129999999999956	2.259999999999996	3.1199999999999775
