ku	fi	SSE	logLikelihood
1.4200000000000008	0.7800000000000005	9493.021371122837	-9.289445406603232
1.3200000000000007	0.8800000000000006	9483.062725701293	-3.356979333834952
1.590000000000001	0.6100000000000003	9491.090512831412	-8.09208103341698
1.680000000000001	0.5200000000000002	9491.495248907377	-8.12799882849751
1.3500000000000008	0.8500000000000005	9494.887199867257	-10.929137909755823
1.4200000000000008	0.8500000000000005	9485.91813821232	-5.544535900687182
1.4200000000000008	0.8500000000000005	9495.182920556561	-10.466413577508403
1.3100000000000007	0.9600000000000006	9492.300274547175	-8.782537959782728
1.3200000000000007	0.9500000000000006	9489.433379633629	-7.31111181587262
0.9800000000000004	1.290000000000001	9488.321397666648	-6.237482865192356
1.4300000000000008	0.8400000000000005	9491.478296753874	-8.922140732430538
1.3700000000000008	0.9000000000000006	9493.614729398529	-9.254730711512623
1.620000000000001	0.6500000000000004	9495.114944489875	-10.510624668207734
1.4600000000000009	0.8100000000000005	9501.026578747887	-14.050877847699178
1.690000000000001	0.5800000000000003	9487.90926303283	-6.111075659796088
1.9800000000000013	0.29000000000000004	9497.487140566202	-11.562460173430402
1.2600000000000007	1.0100000000000007	9484.235476597129	-4.150521845218467
1.2900000000000007	0.9800000000000006	9485.086568348806	-5.175924180092205
1.3200000000000007	0.9500000000000006	9486.756809785742	-5.556034423705991
1.2700000000000007	1.0000000000000007	9490.891393835936	-8.452330282128461
1.4600000000000009	0.8100000000000005	9487.918969438924	-6.424247061275974
1.4400000000000008	0.8300000000000005	9490.12447720631	-8.189208425140498
1.670000000000001	0.6000000000000003	9486.371171241122	-5.238369647376695
1.2600000000000007	1.0100000000000007	9495.372882293916	-10.596986022369864
1.620000000000001	0.6500000000000004	9489.424404665542	-6.922177664729834
1.4000000000000008	0.8700000000000006	9486.829376301315	-5.388005980605846
1.660000000000001	0.6100000000000003	9498.970468137328	-12.514761184751379
1.4200000000000008	0.8500000000000005	9493.331680886227	-9.61107214144889
1.620000000000001	0.6500000000000004	9493.114566563474	-9.347890327130264
1.3500000000000008	0.9200000000000006	9482.575267318307	-2.992618471165131
