ku	fi	SSE	logLikelihood
1.4800000000000009	0.7000000000000004	9489.678099549707	-7.181916620375863
1.3700000000000008	0.8100000000000005	9493.164490873929	-9.49141975998822
1.3600000000000008	0.8200000000000005	9494.1638986509	-10.3587787312414
1.520000000000001	0.6600000000000004	9483.809854392191	-3.720834227747385
1.3800000000000008	0.8000000000000005	9494.375790741136	-9.585187215191365
1.580000000000001	0.6000000000000003	9493.329432059341	-9.481122334264304
1.2300000000000006	0.9500000000000006	9499.184740323291	-13.722217619534003
1.4800000000000009	0.7000000000000004	9500.513239094707	-14.643691750360944
1.4200000000000008	0.7600000000000005	9491.499147058594	-7.929643823537731
1.3800000000000008	0.8000000000000005	9488.88893298833	-7.391765306129697
1.4300000000000008	0.7500000000000004	9490.021766124824	-7.5633918563129106
1.1400000000000006	1.0400000000000007	9483.46582675824	-3.8291797261736593
1.1100000000000005	1.0700000000000007	9490.894127417057	-8.693975211788814
1.3100000000000007	0.8700000000000006	9495.657729208016	-10.42991968630436
1.610000000000001	0.5700000000000003	9501.881892513115	-15.040041152534041
1.4600000000000009	0.7200000000000004	9493.77635871988	-9.583512622503582
1.2500000000000007	0.9300000000000006	9487.629185340784	-6.197959216026943
1.4800000000000009	0.7000000000000004	9505.25019093481	-16.792639175480797
1.530000000000001	0.6500000000000004	9500.659708647847	-13.941114869947485
1.540000000000001	0.6400000000000003	9488.385965526582	-6.200704460738824
1.3800000000000008	0.8000000000000005	9489.234629629656	-7.634999043687269
1.2100000000000006	0.9700000000000006	9494.174127063936	-9.98482444191822
1.3300000000000007	0.8500000000000005	9496.423352474781	-11.398897198440663
1.4500000000000008	0.7300000000000004	9492.075777862508	-8.548015262895301
1.530000000000001	0.6500000000000004	9489.822166710586	-8.221982984156595
1.2400000000000007	0.9400000000000006	9488.142593630335	-6.083662519834197
1.4800000000000009	0.7000000000000004	9489.75151969895	-7.391986223160644
1.510000000000001	0.6700000000000004	9488.432980783187	-6.316041954805112
1.740000000000001	0.44000000000000017	9486.302809993895	-5.247690824069498
1.590000000000001	0.5900000000000003	9490.23342076505	-7.8472248780092855
1.3300000000000007	0.8500000000000005	9489.433008016458	-7.153174626529125
1.4200000000000008	0.7600000000000005	9490.081966238044	-7.663452725756103
1.3100000000000007	0.8700000000000006	9496.2212238819	-10.685345722725717
1.650000000000001	0.5300000000000002	9486.659094486775	-5.900305056131715
1.600000000000001	0.5800000000000003	9493.265893016922	-9.384641660236142
1.4400000000000008	0.7400000000000004	9487.679111058886	-6.090251693009579
1.580000000000001	0.6000000000000003	9491.281825449276	-8.319740338546248
1.680000000000001	0.5000000000000002	9495.711092075433	-10.340082406463809
1.510000000000001	0.6700000000000004	9495.028984351662	-10.659964222251718
1.640000000000001	0.5400000000000003	9485.864435701069	-5.016409706687551
1.510000000000001	0.6700000000000004	9493.040271982483	-9.382125434548007
1.3300000000000007	0.8500000000000005	9487.489329257713	-5.9657553616196415
1.4800000000000009	0.7000000000000004	9485.695943752002	-4.787311393658618
1.3000000000000007	0.8800000000000006	9486.770595210764	-5.55884055816967
1.3400000000000007	0.8400000000000005	9489.239495747823	-7.367878569435817
1.3900000000000008	0.7900000000000005	9493.431655707724	-9.57318530149821
1.620000000000001	0.5600000000000003	9493.902858259069	-9.922106700011568
1.2500000000000007	0.9300000000000006	9491.787929750957	-8.532568623960136
1.8300000000000012	0.3500000000000001	9488.716130016393	-6.813327992034672
1.4700000000000009	0.7100000000000004	9484.1013745232	-4.29038071210109
1.3900000000000008	0.7900000000000005	9490.83444015507	-8.129111670818288
1.4700000000000009	0.7100000000000004	9490.876140389762	-7.803729018158686
1.4500000000000008	0.7300000000000004	9480.937402276153	-2.2328042079480674
1.4400000000000008	0.7400000000000004	9490.11501780727	-7.33686381459683
1.2900000000000007	0.8900000000000006	9492.141954509625	-8.749426583416316
1.5000000000000009	0.7000000000000004	9489.791558853503	-7.247195280244141
1.3400000000000007	0.8600000000000005	9492.532766234073	-9.138849606474185
1.3600000000000008	0.8400000000000005	9497.695224272697	-12.181249816891519
1.0300000000000005	1.1700000000000008	9489.896459270136	-7.645489517702048
1.4700000000000009	0.7300000000000004	9485.939663144529	-5.129450586627034
1.2300000000000006	0.9700000000000006	9499.453751898447	-12.82286370330815
1.570000000000001	0.6300000000000003	9488.442547989656	-7.129464665287156
1.690000000000001	0.5100000000000002	9487.782892615221	-6.412002941794311
1.4700000000000009	0.7300000000000004	9486.385606371927	-5.352003908892219
1.550000000000001	0.6500000000000004	9489.072471801124	-6.675442634366198
1.1300000000000006	1.0700000000000007	9491.393135226339	-8.72999016149309
1.690000000000001	0.5100000000000002	9489.808350795221	-7.089946846055167
1.3100000000000007	0.8900000000000006	9489.25693228902	-6.823697532677805
1.1300000000000006	1.0700000000000007	9490.034864937043	-7.50774142509296
1.4500000000000008	0.7500000000000004	9487.80141826284	-6.0822118840633745
