agree-back-local	agree-front-rounded-nonlocal	agree-front-rounded-local	agree-back-nonlocal	agree-front-local	agree-nonhigh-front-local	agree-low-front-local	agree-double-front-local	use-front-bilabial	use-front-coronal-sonorant	use-front-sibilant	use-front-cc	use-back-monosyll-i
3.7399999999999647	4.8299999999999415	1.9500000000000015	4.089999999999957	0.03	0.8300000000000003	4.649999999999945	0.5300000000000002	1.420000000000001	0	1.6500000000000012	1.4400000000000008	0.5400000000000003
3.6999999999999655	4.839999999999941	1.9500000000000015	4.239999999999954	0	0.6400000000000001	4.4499999999999496	0.6400000000000003	1.440000000000001	0	1.5900000000000012	1.4100000000000008	0.5500000000000003
3.679999999999966	4.869999999999941	1.9500000000000015	4.3099999999999525	0	0.54	4.42999999999995	0.7800000000000005	1.410000000000001	0	1.6400000000000012	1.4100000000000008	0.5500000000000003
3.6199999999999672	4.87999999999994	1.9500000000000015	4.049999999999958	0.09999999999999999	0.7100000000000002	4.519999999999948	0.7200000000000004	1.450000000000001	0.02	1.6600000000000013	1.4700000000000009	0.5800000000000003
3.679999999999966	4.90999999999994	1.9500000000000015	4.179999999999955	0.019999999999999997	0.7400000000000002	4.4499999999999496	0.7800000000000005	1.460000000000001	0	1.6700000000000013	1.4200000000000008	0.5800000000000003
3.769999999999964	4.9199999999999395	1.9500000000000015	4.1699999999999555	0.01	0.56	4.509999999999948	0.5400000000000003	1.470000000000001	0	1.7300000000000013	1.530000000000001	0.6300000000000003
3.809999999999963	4.949999999999939	1.9600000000000015	4.289999999999953	0.019999999999999997	0.55	4.579999999999947	0.42000000000000015	1.430000000000001	0	1.6500000000000012	1.4900000000000009	0.6500000000000004
3.669999999999966	4.949999999999939	1.9700000000000015	4.229999999999954	0.04	0.6900000000000002	4.519999999999948	0.5300000000000002	1.450000000000001	0	1.7000000000000013	1.4600000000000009	0.6400000000000003
3.6499999999999666	4.9699999999999385	1.9800000000000015	4.159999999999956	0.01	0.7000000000000002	4.599999999999946	0.6300000000000003	1.440000000000001	0	1.6600000000000013	1.560000000000001	0.6500000000000004
3.6599999999999664	4.949999999999939	1.9700000000000015	4.199999999999955	0.04	0.7000000000000002	4.669999999999945	0.6900000000000004	1.390000000000001	0.01	1.6400000000000012	1.530000000000001	0.6600000000000004
3.7899999999999636	4.989999999999938	1.9700000000000015	4.159999999999956	0.03	0.8100000000000003	4.689999999999944	0.6700000000000004	1.370000000000001	0.01	1.5800000000000012	1.4700000000000009	0.6800000000000004
3.719999999999965	4.989999999999938	1.9700000000000015	4.139999999999956	0.009999999999999997	0.5800000000000001	4.649999999999945	0.5400000000000003	1.440000000000001	0	1.6100000000000012	1.4900000000000009	0.6900000000000004
3.7099999999999653	5.009999999999938	1.9700000000000015	4.099999999999957	0	0.6900000000000002	4.749999999999943	0.5900000000000003	1.470000000000001	0	1.6700000000000013	1.4700000000000009	0.6800000000000004
3.769999999999964	5.029999999999937	1.9700000000000015	4.289999999999953	0.01	0.7600000000000002	4.769999999999943	0.5200000000000002	1.460000000000001	0.01	1.7900000000000014	1.4000000000000008	0.6700000000000004
3.729999999999965	5.049999999999937	1.9600000000000015	4.269999999999953	0.009999999999999997	0.6800000000000002	4.719999999999944	0.5400000000000003	1.440000000000001	0	1.7700000000000014	1.3900000000000008	0.6500000000000004
3.6099999999999675	5.039999999999937	1.9600000000000015	4.139999999999956	0.07	0.8800000000000003	4.7799999999999425	0.5100000000000002	1.5200000000000011	0.060000000000000005	1.7400000000000013	1.5000000000000009	0.6300000000000003
3.539999999999969	5.049999999999937	1.9400000000000015	4.089999999999957	0	0.8200000000000003	4.7799999999999425	0.41000000000000014	1.500000000000001	0	1.6700000000000013	1.4600000000000009	0.6400000000000003
3.5999999999999677	5.069999999999936	1.9500000000000015	4.279999999999953	0	0.9500000000000004	4.759999999999943	0.32000000000000006	1.500000000000001	0	1.7200000000000013	1.4300000000000008	0.6300000000000003
3.589999999999968	5.1099999999999355	1.9600000000000015	4.42999999999995	0.05	0.8600000000000003	4.699999999999944	0.4700000000000002	1.5200000000000011	0	1.7700000000000014	1.3300000000000007	0.6400000000000003
3.529999999999969	5.159999999999934	1.9700000000000015	4.389999999999951	0.07	0.8500000000000003	4.749999999999943	0.31000000000000005	1.5700000000000012	0.01	1.7600000000000013	1.4200000000000008	0.6100000000000003
3.439999999999971	5.179999999999934	1.9800000000000015	4.269999999999953	0.01	0.8000000000000003	4.699999999999944	0.33000000000000007	1.5600000000000012	0	1.7800000000000014	1.4600000000000009	0.5900000000000003
